generation,pokedex_number,name,description,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,stat_total,hp,attack,defense,sp_attack,sp_defense,speed,sound_link,image_link
6,711,Gourgeist,Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife.,Pumpkin Pokémon,Ghost,Grass,0.9,12.5,Pickup,Frisk,Insomnia,494.0,65.0,90.0,122.0,58.0,75.0,84.0,https://play.pokemonshowdown.com/audio/cries/gourgeist.mp3,https://projectpokemon.org/images/normal-sprite/gourgeist.gif
6,712,Bergmite,"They chill the air around them to −150 degrees Fahrenheit, freezing the water in the air into ice that they use as armor.",Ice Chunk Pokémon,Ice,,1.0,99.5,Own Tempo,Ice Body,Sturdy,304.0,55.0,69.0,85.0,32.0,35.0,28.0,https://play.pokemonshowdown.com/audio/cries/bergmite.mp3,https://projectpokemon.org/images/normal-sprite/bergmite.gif
6,713,Avalugg,"At high latitudes, this Pokémon can be found with clusters of Bergmite on its back as it swims among the icebergs.",Iceberg Pokémon,Ice,,2.0,505.0,Own Tempo,Ice Body,Sturdy,514.0,95.0,117.0,184.0,44.0,46.0,28.0,https://play.pokemonshowdown.com/audio/cries/avalugg.mp3,https://projectpokemon.org/images/normal-sprite/avalugg.gif
6,714,Noibat,"After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit.",Sound Wave Pokémon,Flying,Dragon,0.5,8.0,Frisk,Infiltrator,Telepathy,245.0,40.0,30.0,35.0,45.0,40.0,55.0,https://play.pokemonshowdown.com/audio/cries/noibat.mp3,https://projectpokemon.org/images/normal-sprite/noibat.gif
6,715,Noivern,"Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark.",Sound Wave Pokémon,Flying,Dragon,1.5,85.0,Frisk,Infiltrator,Telepathy,535.0,85.0,70.0,80.0,97.0,80.0,123.0,https://play.pokemonshowdown.com/audio/cries/noivern.mp3,https://projectpokemon.org/images/normal-sprite/noivern.gif
6,716,Xerneas,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,Life Pokémon,Fairy,,3.0,215.0,Fairy Aura,,,680.0,126.0,131.0,95.0,131.0,98.0,99.0,https://play.pokemonshowdown.com/audio/cries/xerneas.mp3,https://projectpokemon.org/images/normal-sprite/xerneas.gif
6,717,Yveltal,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.",Destruction Pokémon,Dark,Flying,5.8,203.0,Dark Aura,,,680.0,126.0,131.0,95.0,131.0,98.0,99.0,https://play.pokemonshowdown.com/audio/cries/yveltal.mp3,https://projectpokemon.org/images/normal-sprite/yveltal.gif
6,718,Zygarde,This is Zygarde’s form when about half of its pieces have been assembled. It plays the role of monitoring the ecosystem.,Order Pokémon,Dragon,Ground,5.0,305.0,Aura Break,Power Construct,,600.0,108.0,100.0,121.0,81.0,95.0,95.0,https://play.pokemonshowdown.com/audio/cries/zygarde.mp3,https://projectpokemon.org/images/normal-sprite/zygarde.gif
6,719,Diancie,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",Jewel Pokémon,Rock,Fairy,0.7,8.8,Clear Body,,,600.0,50.0,100.0,150.0,100.0,150.0,50.0,https://play.pokemonshowdown.com/audio/cries/diancie.mp3,https://projectpokemon.org/images/normal-sprite/diancie.gif
6,720,Hoopa,"In its true form, it possesses a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within.",Mischief Pokémon,Psychic,Ghost,0.5,9.0,Magician,,,600.0,80.0,110.0,60.0,150.0,130.0,70.0,https://play.pokemonshowdown.com/audio/cries/hoopa.mp3,https://projectpokemon.org/images/normal-sprite/hoopa.gif
6,721,Volcanion,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,Steam Pokémon,Fire,Water,1.7,195.0,Water Absorb,,,600.0,80.0,110.0,120.0,130.0,90.0,70.0,https://play.pokemonshowdown.com/audio/cries/volcanion.mp3,https://projectpokemon.org/images/normal-sprite/volcanion.gif
7,722,Rowlet,"It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable.",Grass Quill Pokémon,Grass,Flying,0.3,1.5,Overgrow,,Long Reach,320.0,68.0,55.0,55.0,50.0,50.0,42.0,https://play.pokemonshowdown.com/audio/cries/rowlet.mp3,https://projectpokemon.org/images/normal-sprite/rowlet.gif
7,723,Dartrix,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you.",Blade Quill Pokémon,Grass,Flying,0.7,16.0,Overgrow,,Long Reach,420.0,78.0,75.0,75.0,70.0,70.0,52.0,https://play.pokemonshowdown.com/audio/cries/dartrix.mp3,https://projectpokemon.org/images/normal-sprite/dartrix.gif
7,724,Decidueye,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus.",Arrow Quill Pokémon,Grass,Ghost,1.6,36.6,Overgrow,,Long Reach,530.0,78.0,107.0,75.0,100.0,100.0,70.0,https://play.pokemonshowdown.com/audio/cries/decidueye.mp3,https://projectpokemon.org/images/normal-sprite/decidueye.gif
7,725,Litten,"If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no.",Fire Cat Pokémon,Fire,,0.4,4.3,Blaze,,Intimidate,320.0,45.0,65.0,40.0,60.0,40.0,70.0,https://play.pokemonshowdown.com/audio/cries/litten.mp3,https://projectpokemon.org/images/normal-sprite/litten.gif
7,726,Torracat,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches.",Fire Cat Pokémon,Fire,,0.7,25.0,Blaze,,Intimidate,420.0,65.0,85.0,50.0,80.0,50.0,90.0,https://play.pokemonshowdown.com/audio/cries/torracat.mp3,https://projectpokemon.org/images/normal-sprite/torracat.gif
7,727,Incineroar,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents.",Heel Pokémon,Fire,Dark,1.8,83.0,Blaze,,Intimidate,530.0,95.0,115.0,90.0,80.0,90.0,60.0,https://play.pokemonshowdown.com/audio/cries/incineroar.mp3,https://projectpokemon.org/images/normal-sprite/incineroar.gif
7,728,Popplio,The balloons it inflates with its nose grow larger and larger as it practices day by day.,Sea Lion Pokémon,Water,,0.4,7.5,Torrent,,Liquid Voice,320.0,50.0,54.0,54.0,66.0,56.0,40.0,https://play.pokemonshowdown.com/audio/cries/popplio.mp3,https://projectpokemon.org/images/normal-sprite/popplio.gif
7,729,Brionne,It gets excited when it sees a dance it doesn’t know. This hard worker practices diligently until it can learn that dance.,Pop Star Pokémon,Water,,0.6,17.5,Torrent,,Liquid Voice,420.0,60.0,69.0,69.0,91.0,81.0,50.0,https://play.pokemonshowdown.com/audio/cries/brionne.mp3,https://projectpokemon.org/images/normal-sprite/brionne.gif
7,730,Primarina,"To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing.",Soloist Pokémon,Water,Fairy,1.8,44.0,Torrent,,Liquid Voice,530.0,80.0,74.0,74.0,126.0,116.0,60.0,https://play.pokemonshowdown.com/audio/cries/primarina.mp3,https://projectpokemon.org/images/normal-sprite/primarina.gif
7,731,Pikipek,It pecks at trees with its hard beak. You can get some idea of its mood or condition from the rhythm of its pecking.,Woodpecker Pokémon,Normal,Flying,0.3,1.2,Keen Eye,Skill Link,Pickup,265.0,35.0,75.0,30.0,30.0,30.0,65.0,https://play.pokemonshowdown.com/audio/cries/pikipek.mp3,https://projectpokemon.org/images/normal-sprite/pikipek.gif
7,732,Trumbeak,It can bend the tip of its beak to produce over a hundred different cries at will.,Bugle Beak Pokémon,Normal,Flying,0.6,14.8,Keen Eye,Skill Link,Pickup,355.0,55.0,85.0,50.0,40.0,50.0,75.0,https://play.pokemonshowdown.com/audio/cries/trumbeak.mp3,https://projectpokemon.org/images/normal-sprite/trumbeak.gif
7,733,Toucannon,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.,Cannon Pokémon,Normal,Flying,1.1,26.0,Keen Eye,Skill Link,Sheer Force,485.0,80.0,120.0,75.0,75.0,75.0,60.0,https://play.pokemonshowdown.com/audio/cries/toucannon.mp3,https://projectpokemon.org/images/normal-sprite/toucannon.gif
7,734,Yungoos,"Its stomach takes up most of its long torso. It’s a big eater, so the amount Trainers have to spend on its food is no laughing matter.",Loitering Pokémon,Normal,,0.4,6.0,Strong Jaw,Stakeout,Adaptability,253.0,48.0,70.0,30.0,30.0,30.0,45.0,https://play.pokemonshowdown.com/audio/cries/yungoos.mp3,https://projectpokemon.org/images/normal-sprite/yungoos.gif
7,735,Gumshoos,"Although it wasn’t originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak.",Stakeout Pokémon,Normal,,0.7,14.2,Strong Jaw,Stakeout,Adaptability,418.0,88.0,110.0,60.0,55.0,60.0,45.0,https://play.pokemonshowdown.com/audio/cries/gumshoos.mp3,https://projectpokemon.org/images/normal-sprite/gumshoos.gif
7,736,Grubbin,"Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches.",Larva Pokémon,Bug,,0.4,4.4,Swarm,,,300.0,47.0,62.0,45.0,55.0,45.0,46.0,https://play.pokemonshowdown.com/audio/cries/grubbin.mp3,https://projectpokemon.org/images/normal-sprite/grubbin.gif
7,737,Charjabug,"While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws.",Battery Pokémon,Bug,Electric,0.5,10.5,Battery,,,400.0,57.0,82.0,95.0,55.0,75.0,36.0,https://play.pokemonshowdown.com/audio/cries/charjabug.mp3,https://projectpokemon.org/images/normal-sprite/charjabug.gif
7,738,Vikavolt,"It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams.",Stag Beetle Pokémon,Bug,Electric,1.5,45.0,Levitate,,,500.0,77.0,70.0,90.0,145.0,75.0,43.0,https://play.pokemonshowdown.com/audio/cries/vikavolt.mp3,https://projectpokemon.org/images/normal-sprite/vikavolt.gif
7,739,Crabrawler,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.,Boxing Pokémon,Fighting,,0.6,7.0,Hyper Cutter,Iron Fist,Anger Point,338.0,47.0,82.0,57.0,42.0,47.0,63.0,https://play.pokemonshowdown.com/audio/cries/crabrawler.mp3,https://projectpokemon.org/images/normal-sprite/crabrawler.gif
7,740,Crabominable,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!,Woolly Crab Pokémon,Fighting,Ice,1.7,180.0,Hyper Cutter,Iron Fist,Anger Point,478.0,97.0,132.0,77.0,62.0,67.0,43.0,https://play.pokemonshowdown.com/audio/cries/crabominable.mp3,https://projectpokemon.org/images/normal-sprite/crabominable.gif
7,741,Oricorio,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,Dancing Pokémon,Fire,Flying,0.6,3.4,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,https://play.pokemonshowdown.com/audio/cries/oricorio.mp3,https://projectpokemon.org/images/normal-sprite/oricorio.gif
7,742,Cutiefly,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen.",Bee Fly Pokémon,Bug,Fairy,0.1,0.2,Honey Gather,Shield Dust,Sweet Veil,304.0,40.0,45.0,40.0,55.0,40.0,84.0,https://play.pokemonshowdown.com/audio/cries/cutiefly.mp3,https://projectpokemon.org/images/normal-sprite/cutiefly.gif
7,743,Ribombee,It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.,Bee Fly Pokémon,Bug,Fairy,0.2,0.5,Honey Gather,Shield Dust,Sweet Veil,464.0,60.0,55.0,60.0,95.0,70.0,124.0,https://play.pokemonshowdown.com/audio/cries/ribombee.mp3,https://projectpokemon.org/images/normal-sprite/ribombee.gif
7,744,Rockruff,"This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging.",Puppy Pokémon,Rock,,0.5,9.2,Keen Eye,Vital Spirit,Steadfast,280.0,45.0,65.0,40.0,30.0,40.0,60.0,https://play.pokemonshowdown.com/audio/cries/rockruff.mp3,https://projectpokemon.org/images/normal-sprite/rockruff.gif
7,745,Lycanroc,This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.,Wolf Pokémon,Rock,,0.8,25.0,Keen Eye,Sand Rush,Steadfast,487.0,75.0,115.0,65.0,55.0,65.0,112.0,https://play.pokemonshowdown.com/audio/cries/lycanroc.mp3,https://projectpokemon.org/images/normal-sprite/lycanroc.gif
7,746,Wishiwashi,"Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents.",Small Fry Pokémon,Water,,0.2,0.3,Schooling,,,175.0,45.0,20.0,20.0,25.0,25.0,40.0,https://play.pokemonshowdown.com/audio/cries/wishiwashi.mp3,https://projectpokemon.org/images/normal-sprite/wishiwashi.gif
7,747,Mareanie,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.,Brutal Star Pokémon,Poison,Water,0.4,8.0,Merciless,Limber,Regenerator,305.0,50.0,53.0,62.0,43.0,52.0,45.0,https://play.pokemonshowdown.com/audio/cries/mareanie.mp3,https://projectpokemon.org/images/normal-sprite/mareanie.gif
7,748,Toxapex,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat.",Brutal Star Pokémon,Poison,Water,0.7,14.5,Merciless,Limber,Regenerator,495.0,50.0,63.0,152.0,53.0,142.0,35.0,https://play.pokemonshowdown.com/audio/cries/toxapex.mp3,https://projectpokemon.org/images/normal-sprite/toxapex.gif
7,749,Mudbray,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.,Donkey Pokémon,Ground,,1.0,110.0,Own Tempo,Stamina,Inner Focus,385.0,70.0,100.0,70.0,45.0,55.0,45.0,https://play.pokemonshowdown.com/audio/cries/mudbray.mp3,https://projectpokemon.org/images/normal-sprite/mudbray.gif
7,750,Mudsdale,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.,Draft Horse Pokémon,Ground,,2.5,920.0,Own Tempo,Stamina,Inner Focus,500.0,100.0,125.0,100.0,55.0,85.0,35.0,https://play.pokemonshowdown.com/audio/cries/mudsdale.mp3,https://projectpokemon.org/images/normal-sprite/mudsdale.gif
7,751,Dewpider,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.,Water Bubble Pokémon,Water,Bug,0.3,4.0,Water Bubble,,Water Absorb,269.0,38.0,40.0,52.0,40.0,72.0,27.0,https://play.pokemonshowdown.com/audio/cries/dewpider.mp3,https://projectpokemon.org/images/normal-sprite/dewpider.gif
7,752,Araquanid,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal.",Water Bubble Pokémon,Water,Bug,1.8,82.0,Water Bubble,,Water Absorb,454.0,68.0,70.0,92.0,50.0,132.0,42.0,https://play.pokemonshowdown.com/audio/cries/araquanid.mp3,https://projectpokemon.org/images/normal-sprite/araquanid.gif
7,753,Fomantis,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it.",Sickle Grass Pokémon,Grass,,0.3,1.5,Leaf Guard,,Contrary,250.0,40.0,55.0,35.0,50.0,35.0,35.0,https://play.pokemonshowdown.com/audio/cries/fomantis.mp3,https://projectpokemon.org/images/normal-sprite/fomantis.gif
7,754,Lurantis,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors.",Bloom Sickle Pokémon,Grass,,0.9,18.5,Leaf Guard,,Contrary,480.0,70.0,105.0,90.0,80.0,90.0,45.0,https://play.pokemonshowdown.com/audio/cries/lurantis.mp3,https://projectpokemon.org/images/normal-sprite/lurantis.gif
7,755,Morelull,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.,Illuminating Pokémon,Grass,Fairy,0.2,1.5,Illuminate,Effect Spore,Rain Dish,285.0,40.0,35.0,55.0,65.0,75.0,15.0,https://play.pokemonshowdown.com/audio/cries/morelull.mp3,https://projectpokemon.org/images/normal-sprite/morelull.gif
7,756,Shiinotic,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips.",Illuminating Pokémon,Grass,Fairy,1.0,11.5,Illuminate,Effect Spore,Rain Dish,405.0,60.0,45.0,80.0,90.0,100.0,30.0,https://play.pokemonshowdown.com/audio/cries/shiinotic.mp3,https://projectpokemon.org/images/normal-sprite/shiinotic.gif
7,757,Salandit,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.,Toxic Lizard Pokémon,Poison,Fire,0.6,4.8,Corrosion,,Oblivious,320.0,48.0,44.0,40.0,71.0,40.0,77.0,https://play.pokemonshowdown.com/audio/cries/salandit.mp3,https://projectpokemon.org/images/normal-sprite/salandit.gif
7,758,Salazzle,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.,Toxic Lizard Pokémon,Poison,Fire,1.2,22.2,Corrosion,,Oblivious,480.0,68.0,64.0,60.0,111.0,60.0,117.0,https://play.pokemonshowdown.com/audio/cries/salazzle.mp3,https://projectpokemon.org/images/normal-sprite/salazzle.gif
7,759,Stufful,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation.",Flailing Pokémon,Normal,Fighting,0.5,6.8,Fluffy,Klutz,Cute Charm,340.0,70.0,75.0,50.0,45.0,50.0,50.0,https://play.pokemonshowdown.com/audio/cries/stufful.mp3,https://projectpokemon.org/images/normal-sprite/stufful.gif
7,760,Bewear,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones.",Strong Arm Pokémon,Normal,Fighting,2.1,135.0,Fluffy,Klutz,Unnerve,500.0,120.0,125.0,80.0,55.0,60.0,60.0,https://play.pokemonshowdown.com/audio/cries/bewear.mp3,https://projectpokemon.org/images/normal-sprite/bewear.gif
7,761,Bounsweet,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon.",Fruit Pokémon,Grass,,0.3,3.2,Leaf Guard,Oblivious,Sweet Veil,210.0,42.0,30.0,38.0,30.0,38.0,32.0,https://play.pokemonshowdown.com/audio/cries/bounsweet.mp3,https://projectpokemon.org/images/normal-sprite/bounsweet.gif
7,762,Steenee,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness.",Fruit Pokémon,Grass,,0.7,8.2,Leaf Guard,Oblivious,Sweet Veil,290.0,52.0,40.0,48.0,40.0,48.0,62.0,https://play.pokemonshowdown.com/audio/cries/steenee.mp3,https://projectpokemon.org/images/normal-sprite/steenee.gif
7,763,Tsareena,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents.",Fruit Pokémon,Grass,,1.2,21.4,Leaf Guard,Queenly Majesty,Sweet Veil,510.0,72.0,120.0,98.0,50.0,98.0,72.0,https://play.pokemonshowdown.com/audio/cries/tsareena.mp3,https://projectpokemon.org/images/normal-sprite/tsareena.gif
7,764,Comfey,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey.",Posy Picker Pokémon,Fairy,,0.1,0.3,Flower Veil,Triage,Natural Cure,485.0,51.0,52.0,90.0,82.0,110.0,100.0,https://play.pokemonshowdown.com/audio/cries/comfey.mp3,https://projectpokemon.org/images/normal-sprite/comfey.gif
7,765,Oranguru,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.,Sage Pokémon,Normal,Psychic,1.5,76.0,Inner Focus,Telepathy,Symbiosis,490.0,90.0,60.0,80.0,90.0,110.0,60.0,https://play.pokemonshowdown.com/audio/cries/oranguru.mp3,https://projectpokemon.org/images/normal-sprite/oranguru.gif
7,766,Passimian,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries.",Teamwork Pokémon,Fighting,,2.0,82.8,Receiver,,Defiant,490.0,100.0,120.0,90.0,40.0,60.0,80.0,https://play.pokemonshowdown.com/audio/cries/passimian.mp3,https://projectpokemon.org/images/normal-sprite/passimian.gif
7,767,Wimpod,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean.",Turn Tail Pokémon,Bug,Water,0.5,12.0,Wimp Out,,,230.0,25.0,35.0,40.0,20.0,30.0,80.0,https://play.pokemonshowdown.com/audio/cries/wimpod.mp3,https://projectpokemon.org/images/normal-sprite/wimpod.gif
7,768,Golisopod,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs.",Hard Scale Pokémon,Bug,Water,2.0,108.0,Emergency Exit,,,530.0,75.0,125.0,140.0,60.0,90.0,40.0,https://play.pokemonshowdown.com/audio/cries/golisopod.mp3,https://projectpokemon.org/images/normal-sprite/golisopod.gif
7,769,Sandygast,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.,Sand Heap Pokémon,Ghost,Ground,0.5,70.0,Water Compaction,,Sand Veil,320.0,55.0,55.0,80.0,70.0,45.0,15.0,https://play.pokemonshowdown.com/audio/cries/sandygast.mp3,https://projectpokemon.org/images/normal-sprite/sandygast.gif
7,770,Palossand,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls.",Sand Castle Pokémon,Ghost,Ground,1.3,250.0,Water Compaction,,Sand Veil,480.0,85.0,75.0,110.0,100.0,75.0,35.0,https://play.pokemonshowdown.com/audio/cries/palossand.mp3,https://projectpokemon.org/images/normal-sprite/palossand.gif
7,771,Pyukumuku,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them.",Sea Cucumber Pokémon,Water,,0.3,1.2,Innards Out,,Unaware,410.0,55.0,60.0,130.0,30.0,130.0,5.0,https://play.pokemonshowdown.com/audio/cries/pyukumuku.mp3,https://projectpokemon.org/images/normal-sprite/pyukumuku.gif
7,772,Type: Null,Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region.,Synthetic Pokémon,Normal,,1.9,120.5,Battle Armor,,,534.0,95.0,95.0,95.0,95.0,95.0,59.0,https://play.pokemonshowdown.com/audio/cries/typenull.mp3,https://projectpokemon.org/images/normal-sprite/typenull.gif
7,773,Silvally,A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.,Synthetic Pokémon,Normal,,2.3,100.5,RKS System,,,570.0,95.0,95.0,95.0,95.0,95.0,95.0,https://play.pokemonshowdown.com/audio/cries/silvally.mp3,https://projectpokemon.org/images/normal-sprite/silvally.gif
7,774,Minior,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",Meteor Pokémon,Rock,Flying,0.3,40.0,Shields Down,,,440.0,60.0,60.0,100.0,60.0,100.0,60.0,https://play.pokemonshowdown.com/audio/cries/minior.mp3,https://projectpokemon.org/images/normal-sprite/minior.gif
7,775,Komala,"It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.",Drowsing Pokémon,Normal,,0.4,19.9,Comatose,,,480.0,65.0,115.0,65.0,75.0,95.0,65.0,https://play.pokemonshowdown.com/audio/cries/komala.mp3,https://projectpokemon.org/images/normal-sprite/komala.gif
7,776,Turtonator,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.,Blast Turtle Pokémon,Fire,Dragon,2.0,212.0,Shell Armor,,,485.0,60.0,78.0,135.0,91.0,85.0,36.0,https://play.pokemonshowdown.com/audio/cries/turtonator.mp3,https://projectpokemon.org/images/normal-sprite/turtonator.gif
7,777,Togedemaru,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac.",Roly-Poly Pokémon,Electric,Steel,0.3,3.3,Iron Barbs,Lightning Rod,Sturdy,435.0,65.0,98.0,63.0,40.0,73.0,96.0,https://play.pokemonshowdown.com/audio/cries/togedemaru.mp3,https://projectpokemon.org/images/normal-sprite/togedemaru.gif
7,778,Mimikyu,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier.",Disguise Pokémon,Ghost,Fairy,0.2,0.7,Disguise,,,476.0,55.0,90.0,80.0,50.0,105.0,96.0,https://play.pokemonshowdown.com/audio/cries/mimikyu.mp3,https://projectpokemon.org/images/normal-sprite/mimikyu.gif
7,779,Bruxish,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.",Gnash Teeth Pokémon,Water,Psychic,0.9,19.0,Dazzling,Strong Jaw,Wonder Skin,475.0,68.0,105.0,70.0,70.0,70.0,92.0,https://play.pokemonshowdown.com/audio/cries/bruxish.mp3,https://projectpokemon.org/images/normal-sprite/bruxish.gif
7,780,Drampa,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below.",Placid Pokémon,Normal,Dragon,3.0,185.0,Berserk,Sap Sipper,Cloud Nine,485.0,78.0,60.0,85.0,135.0,91.0,36.0,https://play.pokemonshowdown.com/audio/cries/drampa.mp3,https://projectpokemon.org/images/normal-sprite/drampa.gif
7,781,Dhelmise,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon.",Sea Creeper Pokémon,Ghost,Grass,3.9,210.0,Steelworker,,,517.0,70.0,131.0,100.0,86.0,90.0,40.0,https://play.pokemonshowdown.com/audio/cries/dhelmise.mp3,https://projectpokemon.org/images/normal-sprite/dhelmise.gif
7,782,Jangmo-o,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.,Scaly Pokémon,Dragon,,0.6,29.7,Bulletproof,Soundproof,Overcoat,300.0,45.0,55.0,65.0,45.0,45.0,45.0,https://play.pokemonshowdown.com/audio/cries/jangmoo.mp3,https://projectpokemon.org/images/normal-sprite/jangmo-o.gif
7,783,Hakamo-o,"The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents.",Scaly Pokémon,Dragon,Fighting,1.2,47.0,Bulletproof,Soundproof,Overcoat,420.0,55.0,75.0,90.0,65.0,70.0,65.0,https://play.pokemonshowdown.com/audio/cries/hakamoo.mp3,https://projectpokemon.org/images/normal-sprite/hakamo-o.gif
7,784,Kommo-o,It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.,Scaly Pokémon,Dragon,Fighting,1.6,78.2,Bulletproof,Soundproof,Overcoat,600.0,75.0,110.0,125.0,100.0,105.0,85.0,https://play.pokemonshowdown.com/audio/cries/kommoo.mp3,https://projectpokemon.org/images/normal-sprite/kommo-o.gif
7,785,Tapu Koko,"Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.",Land Spirit Pokémon,Electric,Fairy,1.8,20.5,Electric Surge,,Telepathy,570.0,70.0,115.0,85.0,95.0,75.0,130.0,https://play.pokemonshowdown.com/audio/cries/tapukoko.mp3,https://projectpokemon.org/images/normal-sprite/tapukoko.gif
7,786,Tapu Lele,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,Land Spirit Pokémon,Psychic,Fairy,1.2,18.6,Psychic Surge,,Telepathy,570.0,70.0,85.0,75.0,130.0,115.0,95.0,https://play.pokemonshowdown.com/audio/cries/tapulele.mp3,https://projectpokemon.org/images/normal-sprite/tapulele.gif
